env_ID,gp_id,gp_lat,gp_lon,continent,country,site,region,sowing_date,harvest_date,R1_date,total_days,total_GDD,preR1_days,preR1_GDD,postR1_days,postR1_GDD,total_EDH30,total_EDH35,preR1_EDH30,preR1_EDH35,postR1_EDH30,postR1_EDH35
2014_06_05_34.07_108.03,ERA5_34.00_108.00,34,108,Asia,China,"Shaanxi_Chinese National Soil Fertility and Fertilizer Efficiency Monitoring Base of Loessial Soil, Yangling, Shaanxi Province",Northwest China,2014/6/5,2014/10/5,,122,1193.71368,,,,,0.38957,0,,,,
2019_10_05__1.18_36.93,ERA5_-1.25_37.00,-1.25,37,Africa,Kenya,Kenyatta University Main Campus Teaching and Research Farm,East Africa,2019/10/5,2020/1/28,,115,1209.809135,,,,,0,0,,,,
2020_03_05__1.18_36.93,ERA5_-1.25_37.00,-1.25,37,Africa,Kenya,Kenyatta University Main Campus Teaching and Research Farm,East Africa,2020/3/5,2020/6/28,,115,1233.413885,,,,,0,0,,,,
2015_06_15_36.19_116.19,ERA5_36.25_116.25,36.25,116.25,Asia,China,"Shandong_Dong¡¯e County, Shandong Province",North China Plain,2015/6/15,2015/9/30,,107,1626.44301,,,,,587.95518,16.79627,,,,
2016_06_15_36.19_116.19,ERA5_36.25_116.25,36.25,116.25,Asia,China,"Shandong_Dong¡¯e County, Shandong Province",North China Plain,2016/6/15,2016/9/30,,107,1686.44307,,,,,711.11344,0.41283,,,,
2017_06_15_36.19_116.19,ERA5_36.25_116.25,36.25,116.25,Asia,China,"Shandong_Dong¡¯e County, Shandong Province",North China Plain,2017/6/15,2017/9/30,,107,1710.66433,,,,,1259.81691,33.4924,,,,
2018_06_15_36.19_116.19,ERA5_36.25_116.25,36.25,116.25,Asia,China,"Shandong_Dong¡¯e County, Shandong Province",North China Plain,2018/6/15,2018/9/30,,107,1712.55721,,,,,1527.47898,46.2229,,,,
2002_04_05_42.05_3.06,ERA5_42.00_3.00,42,3,Europe,Spain,"Mas Badia-IRTA Research Centre at La Tallada de l¡¯Empord¨¤, Catalonia",Europe,2002/4/5,2002/10/5,,183,1665.83857,,,,,0.0087,0,,,,
2003_04_05_42.05_3.06,ERA5_42.00_3.00,42,3,Europe,Spain,"Mas Badia-IRTA Research Centre at La Tallada de l¡¯Empord¨¤, Catalonia",Europe,2003/4/5,2003/10/5,,183,2111.069005,,,,,504.54359,5.46536,,,,
2004_04_05_42.05_3.06,ERA5_42.00_3.00,42,3,Europe,Spain,"Mas Badia-IRTA Research Centre at La Tallada de l¡¯Empord¨¤, Catalonia",Europe,2004/4/5,2004/10/5,,183,1844.67062,,,,,24.92953,0,,,,
2005_04_05_42.05_3.06,ERA5_42.00_3.00,42,3,Europe,Spain,"Mas Badia-IRTA Research Centre at La Tallada de l¡¯Empord¨¤, Catalonia",Europe,2005/4/5,2005/10/5,,183,1858.28782,,,,,6.6415,0,,,,
2006_04_05_42.05_3.06,ERA5_42.00_3.00,42,3,Europe,Spain,"Mas Badia-IRTA Research Centre at La Tallada de l¡¯Empord¨¤, Catalonia",Europe,2006/4/5,2006/10/5,,183,1972.74459,,,,,189.94704,0,,,,
2007_04_05_42.05_3.06,ERA5_42.00_3.00,42,3,Europe,Spain,"Mas Badia-IRTA Research Centre at La Tallada de l¡¯Empord¨¤, Catalonia",Europe,2007/4/5,2007/10/5,,183,1796.42035,,,,,9.60018,0,,,,
2008_04_05_42.05_3.06,ERA5_42.00_3.00,42,3,Europe,Spain,"Mas Badia-IRTA Research Centre at La Tallada de l¡¯Empord¨¤, Catalonia",Europe,2008/4/5,2008/10/5,,183,1755.568965,,,,,37.0621,0,,,,
2019_06_15_34.82_112.58,ERA5_34.75_112.50,34.75,112.5,Asia,China,"Henan_Goukou Experimental Station, Luoyang City, Henan Province",North China Plain,2019/6/15,2019/10/5,,112,1698.149545,,,,,1401.88694,112.1216,,,,
2020_06_15_34.82_112.58,ERA5_34.75_112.50,34.75,112.5,Asia,China,"Henan_Goukou Experimental Station, Luoyang City, Henan Province",North China Plain,2020/6/15,2020/10/5,,112,1644.575825,,,,,683.20078,15.07365,,,,
2021_06_15_34.82_112.58,ERA5_34.75_112.50,34.75,112.5,Asia,China,"Henan_Goukou Experimental Station, Luoyang City, Henan Province",North China Plain,2021/6/15,2021/10/5,,112,1682.25364,,,,,1169.08253,96.64393,,,,
2013_04_23_40.72_107.22,ERA5_40.75_107.25,40.75,107.25,Asia,China,"Inner Mongol_Shuguang Experimental Station in Hetao Irrigation District (HID), Inner Mongolia Autonomous Region",Northwest China,2013/4/23,2013/9/11,2013/7/25,141,1668.87335,94,1070.563235,48,598.310115,712.47612,12.94985,434.04288,8.04571,278.43324,4.90414
2014_04_24_40.72_107.22,ERA5_40.75_107.25,40.75,107.25,Asia,China,"Inner Mongol_Shuguang Experimental Station in Hetao Irrigation District (HID), Inner Mongolia Autonomous Region",Northwest China,2014/4/24,2014/9/12,2014/7/25,141,1546.96639,93,993.7575,49,553.20889,455.09091,8.7551,313.78485,5.64419,141.30606,3.11091
2016_06_15_34.6_108.87,ERA5_34.50_108.75,34.5,108.75,Asia,China,"Shaanxi_Doukou Experiment Station, Northwest A&F University, Shaanxi Province",Northwest China,2016/6/15,2016/10/10,,117,1807.37862,,,,,3204.21557,462.20661,,,,
2017_06_15_34.6_108.87,ERA5_34.50_108.75,34.5,108.75,Asia,China,"Shaanxi_Doukou Experiment Station, Northwest A&F University, Shaanxi Province",Northwest China,2017/6/15,2017/10/10,,117,1681.872445,,,,,3170.90223,662.23492,,,,
2015_04_21_34.6_108.87,ERA5_34.50_108.75,34.5,108.75,Asia,China,Shaanxi_Doukou Experimental Station  operated by Northwest Agriculture and Forestry University in Shaanxi Province,Northwest China,2015/4/21,2015/9/6,,138,2018.645265,,,,,2109.1443,237.36914,,,,
2016_04_22_34.6_108.87,ERA5_34.50_108.75,34.5,108.75,Asia,China,Shaanxi_Doukou Experimental Station  operated by Northwest Agriculture and Forestry University in Shaanxi Province,Northwest China,2016/4/22,2016/9/4,,135,2052.544445,,,,,3457.78685,481.70054,,,,
2017_04_24_34.6_108.87,ERA5_34.50_108.75,34.5,108.75,Asia,China,Shaanxi_Doukou Experimental Station  operated by Northwest Agriculture and Forestry University in Shaanxi Province,Northwest China,2017/4/24,2017/9/9,,138,2013.80011,,,,,3453.04982,676.18565,,,,
2019_06_06_34.92_113.6,ERA5_35.00_113.50,35,113.5,Asia,China,"Henan_Henan Agricultural University, Yuanyang county, Henan Province",North China Plain,2019/6/6,2019/9/25,,111,1805.335065,,,,,2735.17999,364.01036,,,,
2020_06_09_34.92_113.6,ERA5_35.00_113.50,35,113.5,Asia,China,"Henan_Henan Agricultural University, Yuanyang county, Henan Province",North China Plain,2020/6/9,2020/9/26,,109,1743.870535,,,,,1222.73483,28.03237,,,,
2016_04_10_36.56_53.04,ERA5_36.50_53.00,36.5,53,Asia,Iran,Mazandaran Agricultural Research Farm in Gharakhil,South Asia,2016/4/10,2016/8/18,,130,1709.558415,,,,,798.03371,24.00355,,,,
2017_04_10_36.56_53.04,ERA5_36.50_53.00,36.5,53,Asia,Iran,Mazandaran Agricultural Research Farm in Gharakhil,South Asia,2017/4/10,2017/8/18,,130,1645.767605,,,,,906.20377,35.23959,,,,
2018_04_10_36.56_53.04,ERA5_36.50_53.00,36.5,53,Asia,Iran,Mazandaran Agricultural Research Farm in Gharakhil,South Asia,2018/4/10,2018/8/18,,130,1674.135965,,,,,1385.51094,96.58018,,,,
1992_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,1992/6/20,1992/9/25,,97,1209.93217,,,,,1056.22263,29.64755,,,,
1993_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,1993/6/20,1993/9/25,,97,1219.07608,,,,,1072.25617,74.25192,,,,
1994_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,1994/6/20,1994/9/25,,97,1310.137695,,,,,2564.58715,288.22486,,,,
1995_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,1995/6/20,1995/9/25,,97,1293.307765,,,,,2002.71828,169.03223,,,,
1996_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,1996/6/20,1996/9/25,,97,1297.079965,,,,,1544.3542,137.70585,,,,
1997_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,1997/6/20,1997/9/25,,97,1343.14421,,,,,2797.62223,457.06447,,,,
1998_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,1998/6/20,1998/9/25,,97,1400.119645,,,,,1841.4486,108.32663,,,,
1999_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,1999/6/20,1999/9/25,,97,1393.25369,,,,,1612.99092,82.13369,,,,
2000_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2000/6/20,2000/9/25,,97,1355.6472,,,,,1676.68897,94.91331,,,,
2001_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2001/6/20,2001/9/25,,97,1341.912105,,,,,1752.11674,239.22401,,,,
2002_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2002/6/20,2002/9/25,,97,1312.572425,,,,,1521.80195,73.36952,,,,
2003_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2003/6/20,2003/9/25,,97,1366.24916,,,,,1603.64501,108.59951,,,,
2004_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2004/6/20,2004/9/25,,97,1369.39179,,,,,1589.70968,81.4402,,,,
2005_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2005/6/20,2005/9/25,,97,1350.04337,,,,,1466.73453,97.31141,,,,
2006_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2006/6/20,2006/9/25,,97,1411.37348,,,,,2450.51472,319.55269,,,,
2007_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2007/6/20,2007/9/25,,97,1365.370965,,,,,2044.7854,185.0883,,,,
2008_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2008/6/20,2008/9/25,,97,1381.609495,,,,,2121.83501,207.33724,,,,
2009_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2009/6/20,2009/9/25,,97,1381.95517,,,,,1930.37164,105.25474,,,,
2010_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2010/6/20,2010/9/25,,97,1400.07492,,,,,1811.5778,151.87831,,,,
2011_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2011/6/20,2011/9/25,,97,1435.576335,,,,,2210.22186,221.75224,,,,
2012_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2012/6/20,2012/9/25,,97,1381.74974,,,,,1497.29576,62.02293,,,,
2013_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2013/6/20,2013/9/25,,97,1391.63869,,,,,2665.47175,462.34359,,,,
2014_06_20_37.4_79.79,ERA5_37.50_79.75,37.5,79.75,Asia,China,"Xinjiang_Hotan, Xinjiang Uygur Autonomous Region",Northwest China,2014/6/20,2014/9/25,,97,1325.605525,,,,,1581.89009,147.73956,,,,
2000_05_18_39.95_116.32,ERA5_40.00_116.25,40,116.25,Asia,China,Beijing_Experimental Farm of Chinese Academy of Agricultural Sciences at Beijing,North China Plain,2000/5/18,2000/10/4,,139,1946.39203,,,,,2498.38045,431.76091,,,,
2009_06_18_29.6_32.53,ERA5_29.50_32.50,29.5,32.5,Asia,Iran,Bajgah area in Fars province,South Asia,2009/6/18,2009/10/26,,130,2213.94356,,,,,1508.79815,1.64121,,,,
2014_07_10_23.3_77.4,ERA5_23.25_77.50,23.25,77.5,Asia,India,Agronomic management based on multi-split topdressing increases grain yield and nitrogen use efficiency in rainfed maize in Vertisols of India,South Asia,2014/7/10,2014/10/24,,106,1736.846895,,,,,702.28301,8.90631,,,,
2015_07_19_23.3_77.4,ERA5_23.25_77.50,23.25,77.5,Asia,India,Agronomic management based on multi-split topdressing increases grain yield and nitrogen use efficiency in rainfed maize in Vertisols of India,South Asia,2015/7/19,2015/11/2,,106,1731.664425,,,,,1134.13205,22.80463,,,,
2016_06_26_23.3_77.4,ERA5_23.25_77.50,23.25,77.5,Asia,India,Agronomic management based on multi-split topdressing increases grain yield and nitrogen use efficiency in rainfed maize in Vertisols of India,South Asia,2016/6/26,2016/10/10,,106,1761.13533,,,,,234.72054,0,,,,
1990_12_29__10.17_31.17,ERA5_-10.25_31.25,-10.25,31.25,Africa,Zambia,Misamfu Research Centre in Kasama,East Africa,1990/12/29,1991/5/8,,130,1449.65213,,,,,0,0,,,,
1991_12_19__10.17_31.17,ERA5_-10.25_31.25,-10.25,31.25,Africa,Zambia,Misamfu Research Centre in Kasama,East Africa,1991/12/19,1992/4/27,,130,1493.39307,,,,,0,0,,,,
1991_01_06__10.17_31.17,ERA5_-10.25_31.25,-10.25,31.25,Africa,Zambia,Misamfu Research Centre in Kasama,East Africa,1991/1/6,1991/5/16,,130,1445.26443,,,,,0,0,,,,
1992_01_20__10.17_31.17,ERA5_-10.25_31.25,-10.25,31.25,Africa,Zambia,Misamfu Research Centre in Kasama,East Africa,1992/1/20,1992/5/29,,130,1470.09865,,,,,0,0,,,,
2021_04_27_44.67_125.12,ERA5_44.75_125.00,44.75,125,Asia,China,"Jilin_Jilin Agricultural Science Institute¡¯s Halahai Comprehensive Experimental Station in Nong¡¯an County, Jilin Province",Northeast China,2021/4/27,2021/10/1,,157,1598.635805,,,,,120.81314,0,,,,
2022_05_05_44.67_125.12,ERA5_44.75_125.00,44.75,125,Asia,China,"Jilin_Jilin Agricultural Science Institute¡¯s Halahai Comprehensive Experimental Station in Nong¡¯an County, Jilin Province",Northeast China,2022/5/5,2022/10/7,,155,1547.181155,,,,,38.60785,0,,,,
2017_02_28_31_73,ERA5_31.00_73.00,31,73,Asia,Pakistan,"Agronomic Research Area, University of Agriculture, Faisalabad",South Asia,2017/2/28,2017/6/13,,105,1663.46984,,,,,6733.58682,2228.73128,,,,
2018_02_24_31_73,ERA5_31.00_73.00,31,73,Asia,Pakistan,"Agronomic Research Area, University of Agriculture, Faisalabad",South Asia,2018/2/24,2018/6/9,,105,1661.056565,,,,,5994.29064,1969.7199,,,,
2020_12_15_24.76_90.26,ERA5_24.75_90.25,24.75,90.25,Asia,Bangladesh,Muktagacha sub-district of Tangail in Bangladesh,South Asia,2020/12/15,2021/5/10,,146,1839.25835,,,,,1081.44287,30.57742,,,,
2014_05_05_45_124.06,ERA5_45.00_124.00,45,124,Asia,China,"Jilin_Qianan (QA) County, Jilin Province",Northeast China,2014/5/5,2014/9/22,2014/7/22,140,1557.56449,79,870.160365,62,687.404125,181.97369,3.59269,157.46654,3.59269,24.50715,0
2015_05_05_45_124.06,ERA5_45.00_124.00,45,124,Asia,China,"Jilin_Qianan (QA) County, Jilin Province",Northeast China,2015/5/5,2015/9/22,2015/7/22,140,1569.88338,79,838.27072,62,731.61266,216.19775,0,155.07261,0,61.12514,0
2019_06_06_36.73_116.02,ERA5_36.75_116.00,36.75,116,Asia,China,Shandong_Liaocheng University research farm,North China Plain,2019/6/6,2019/10/8,2019/8/15,124,1882.99821,71,1183.87291,54,699.1253,1860.30275,112.2701,1689.34832,112.2701,170.95443,0
2014_06_05_29.67_53.58,ERA5_29.75_53.50,29.75,53.5,Asia,Iran,Research Field of the Agricultural College of Shiraz University in Shiraz,South Asia,2014/6/5,2014/10/13,,130,1994.729625,,,,,3784.62153,340.55001,,,,
2015_06_05_29.67_53.58,ERA5_29.75_53.50,29.75,53.5,Asia,Iran,Research Field of the Agricultural College of Shiraz University in Shiraz,South Asia,2015/6/5,2015/10/13,,130,1985.87622,,,,,3102.24174,138.25517,,,,
2009_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2009/6/15,2009/10/5,,112,1647.585415,,,,,1475.52893,156.61917,,,,
2010_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2010/6/15,2010/10/5,,112,1641.75631,,,,,1534.63117,156.31117,,,,
2011_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2011/6/15,2011/10/5,,112,1596.107415,,,,,729.19747,11.27378,,,,
2012_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2012/6/15,2012/10/5,,112,1647.631745,,,,,1172.19157,99.90681,,,,
2013_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2013/6/15,2013/10/5,,112,1660.33246,,,,,1430.8038,95.18499,,,,
2014_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2014/6/15,2014/10/5,,112,1589.98514,,,,,1532.50892,90.85561,,,,
2015_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2015/6/15,2015/10/5,,112,1604.599215,,,,,1233.30058,132.94189,,,,
2016_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2016/6/15,2016/10/5,,112,1683.21969,,,,,1228.86305,53.13507,,,,
2017_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2017/6/15,2017/10/5,,112,1669.107435,,,,,1546.3516,147.39482,,,,
2018_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2018/6/15,2018/10/5,,112,1701.7907,,,,,1790.91214,173.06903,,,,
2019_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2019/6/15,2019/10/5,,112,1700.156615,,,,,1881.73909,157.93518,,,,
2020_06_15_39.79_116.59,ERA5_39.75_116.50,39.75,116.5,Asia,China,"Hebei_Experimental Station of the Chinese Academy of Agricultural Sciences in the city of Langfang, Hebei Province",North China Plain,2020/6/15,2020/10/5,,112,1627.774075,,,,,1254.74112,94.2354,,,,
2010_11_12__34.91__57.93,ERA5_-35.00_-58.00,-35,-58,South America,Argentina,Facultad de Ciencias Agrarias y Forestales (Universidad Nacional de La Plata),South America,2010/11/12,2011/3/20,2011/1/31,128,1608.856215,81,1019.4455,48,589.410715,324.08233,8.21162,293.06657,8.21162,31.01576,0
2011_10_26__34.91__57.93,ERA5_-35.00_-58.00,-35,-58,South America,Argentina,Facultad de Ciencias Agrarias y Forestales (Universidad Nacional de La Plata),South America,2011/10/26,2012/3/2,2012/1/17,128,1568.45887,84,949.171135,45,619.287735,374.56983,9.44456,180.11924,9.41933,194.45059,0.02523
2019_04_24_36.87_106,ERA5_36.75_106.00,36.75,106,Asia,China,"Ningxia_Dryland Farming and Water Saving Experimental Station, Tongxin, NingXia",Northwest China,2019/4/24,2019/9/26,,155,1381.29739,,,,,59.55519,0,,,,
2020_04_26_36.87_106,ERA5_36.75_106.00,36.75,106,Asia,China,"Ningxia_Dryland Farming and Water Saving Experimental Station, Tongxin, NingXia",Northwest China,2020/4/26,2020/9/30,,157,1440.86131,,,,,93.75819,0,,,,
2004_10_20__35.66__63.72,ERA5_-35.75_-63.75,-35.75,-63.75,South America,Argentina,"Commercial production field located 30 km away from the city of General Pico, Province of La Pampa",South America,2004/10/20,2005/2/25,,128,1444.90758,,,,,218.02743,0,,,,
2020_04_25_35.48_107.48,ERA5_35.50_107.50,35.5,107.5,Asia,China,"Gansu_Northwest Dry Farming Nutrition and Fertilization Scientific Observation and Experiment Station of the Ministry of Agriculture and Rural Affairs, Zhenyuan County, Qingyang City, Gansu Province",Northwest China,2020/4/25,2020/10/5,2020/7/8,163,1583.49804,75,780.63682,89,802.86122,133.05778,0,118.10054,0,14.95724,0
2021_04_25_35.48_107.48,ERA5_35.50_107.50,35.5,107.5,Asia,China,"Gansu_Northwest Dry Farming Nutrition and Fertilization Scientific Observation and Experiment Station of the Ministry of Agriculture and Rural Affairs, Zhenyuan County, Qingyang City, Gansu Province",Northwest China,2021/4/25,2021/10/5,2021/7/8,163,1754.74416,75,756.549125,89,998.195035,343.99388,10.22393,97.36327,0,246.63061,10.22393
2017_05_13_43.64__80.4,ERA5_43.75_-80.50,43.75,-80.5,North America,Canada,"Elora Research Station, located near Elora, ON",North America_Rainfed,2017/5/13,2017/10/17,2017/7/26,157,1181.32894,75,583.813395,83,597.515545,3.19673,0,0.23092,0,2.96581,0
2018_05_14_43.64__80.4,ERA5_43.75_-80.50,43.75,-80.5,North America,Canada,"Elora Research Station, located near Elora, ON",North America_Rainfed,2018/5/14,2018/10/18,2018/7/22,157,1356.185155,70,652.95585,88,703.229305,31.01278,0,27.6725,0,3.34028,0
2016_05_17_43.64__80.41,ERA5_43.75_-80.50,43.75,-80.5,North America,Canada,"Elora Research Station, Elora Ontario",North America_Rainfed,2016/5/17,2016/11/1,,168,1411.693125,,,,,30.81856,0,,,,
2017_05_11_43.64__80.41,ERA5_43.75_-80.50,43.75,-80.5,North America,Canada,"Elora Research Station, Elora Ontario",North America_Rainfed,2017/5/11,2017/11/7,,180,1229.61215,,,,,3.19673,0,,,,
2021_05_13_30.89_104.06,ERA5_31.00_104.00,31,104,Asia,China,"Sichuan_Modern Agriculture Research and Development Base of Sichuan Agricultural University in Qiquan Town, Chongzhou City, Sichuan Province",Southwest China,2021/5/13,2021/9/2,,112,1680.30889,,,,,573.00776,33.47292,,,,
2022_05_19_30.89_104.06,ERA5_31.00_104.00,31,104,Asia,China,"Sichuan_Modern Agriculture Research and Development Base of Sichuan Agricultural University in Qiquan Town, Chongzhou City, Sichuan Province",Southwest China,2022/5/19,2022/9/11,,115,1840.691285,,,,,2772.32242,450.17138,,,,
2019_03_31_30.07_104.22,ERA5_30.00_104.25,30,104.25,Asia,China,"Sichuan_Modern agricultural demonstration base in Renshou, Sichuan",Southwest China,2019/3/31,2019/8/1,,123,1637.274065,,,,,300.48958,2.66409,,,,
2020_04_02_30.07_104.22,ERA5_30.00_104.25,30,104.25,Asia,China,"Sichuan_Modern agricultural demonstration base in Renshou, Sichuan",Southwest China,2020/4/2,2020/8/3,,123,1740.43956,,,,,1211.47503,108.0905,,,,
2007_06_15_37.3_115.12,ERA5_37.25_115.00,37.25,115,Asia,China,Hebei_Hebei,North China Plain,2007/6/15,2007/9/30,,107,1636.429705,,,,,950.17552,21.1297,,,,
2008_06_15_37.3_115.12,ERA5_37.25_115.00,37.25,115,Asia,China,Hebei_Hebei,North China Plain,2008/6/15,2008/9/30,,107,1596.339825,,,,,641.03473,12.04591,,,,
2019_05_10_47.25_123.67,ERA5_47.25_123.75,47.25,123.75,Asia,China,Heilongjiang_Qiqihar Branch of Heilongjiang Academy of Agricultural Sciences,Northeast China,2019/5/10,2019/9/10,,123,1285.050925,,,,,79.44154,1.94845,,,,
2020_05_09_47.25_123.67,ERA5_47.25_123.75,47.25,123.75,Asia,China,Heilongjiang_Qiqihar Branch of Heilongjiang Academy of Agricultural Sciences,Northeast China,2020/5/9,2020/9/8,,122,1332.33898,,,,,273.95672,0,,,,
2019_05_03_43.7_125.13,ERA5_43.75_125.25,43.75,125.25,Asia,China,"Jilin_Gongzhuling, Siping city in Jilin Province",Northeast China,2019/5/3,2019/10/2,2019/8/6,152,1706.855295,96,1132.448605,57,574.40669,204.748,2.35121,204.39058,2.35121,0.35742,0
2020_05_14_43.7_125.13,ERA5_43.75_125.25,43.75,125.25,Asia,China,"Jilin_Gongzhuling, Siping city in Jilin Province",Northeast China,2020/5/14,2020/10/5,2020/8/3,144,1567.013515,82,980.97647,63,586.037045,165.61028,0,162.60714,0,3.00314,0
2019_06_16_35.35_114.18,ERA5_35.25_114.25,35.25,114.25,Asia,China,"Henan_Xinxiang, Henan Province",North China Plain,2019/6/16,2019/10/1,2019/8/20,107,1728.681715,66,1146.78007,42,581.901645,2371.48691,287.11682,2113.2807,281.2172,258.20621,5.89962
2020_06_01_35.35_114.18,ERA5_35.25_114.25,35.25,114.25,Asia,China,"Henan_Xinxiang, Henan Province",North China Plain,2020/6/1,2020/9/22,2020/7/25,113,1805.219115,55,877.724545,59,927.49457,1438.33184,99.31003,852.22569,97.33402,586.10615,1.97601
2019_05_22_28.15_120.87,ERA5_28.25_120.75,28.25,120.75,Asia,China,"Zhejiang_Wenzhou, Zhejiang Province",South China,2019/5/22,2019/9/23,2019/8/2,124,1952.54833,73,1101.22866,52,851.31967,705.89559,1.83287,313.44962,0.59356,392.44597,1.23931
2020_05_20_28.15_120.87,ERA5_28.25_120.75,28.25,120.75,Asia,China,"Zhejiang_Wenzhou, Zhejiang Province",South China,2020/5/20,2020/9/2,2020/7/11,105,1763.6885,53,839.280715,53,924.407785,898.81967,14.40312,305.84988,5.82959,592.96979,8.57353
2012_04_24_37.5_103.08,ERA5_37.50_103.00,37.5,103,Asia,China,"Gansu_Gansu Agricultural University Research Station, Wuwei",Northwest China,2012/4/24,2012/10/3,,162,991.68805,,,,,0,0,,,,
